from,to,constraint
freq.L3_gzmb_cd27_em_cd4_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_gzmb_vd2_gdt,cmv.igg_serology_interpretation,blacklist
freq.L3_gzmk_cd27_em_cd8_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_gzmk_cd56dim_nk_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_gzmk_memory_cd4_treg,cmv.igg_serology_interpretation,blacklist
freq.L3_gzmk_vd2_gdt,cmv.igg_serology_interpretation,blacklist
freq.L3_hla_drhi_cdc2,cmv.igg_serology_interpretation,blacklist
freq.L3_il1b_cd14_monocyte,cmv.igg_serology_interpretation,blacklist
freq.L3_ilc,cmv.igg_serology_interpretation,blacklist
freq.L3_intermediate_monocyte,cmv.igg_serology_interpretation,blacklist
freq.L3_isg_cd14_monocyte,cmv.igg_serology_interpretation,blacklist
freq.L3_isg_cd16_monocyte,cmv.igg_serology_interpretation,blacklist
freq.L3_isg_cd56dim_nk_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_isg_cdc2,cmv.igg_serology_interpretation,blacklist
freq.L3_isg_mait,cmv.igg_serology_interpretation,blacklist
freq.L3_isg_memory_cd4_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_isg_memory_cd8_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_isg_naive_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_isg_naive_cd4_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_isg_naive_cd8_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_klrb1_memory_cd4_treg,cmv.igg_serology_interpretation,blacklist
freq.L3_klrb1_memory_cd8_treg,cmv.igg_serology_interpretation,blacklist
freq.L3_klrf1_effector_vd1_gdt,cmv.igg_serology_interpretation,blacklist
freq.L3_klrf1_gzmb_cd27_em_cd8_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_klrf1_gzmb_cd27_memory_cd4_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_memory_cd4_treg,cmv.igg_serology_interpretation,blacklist
freq.L3_memory_cd8_treg,cmv.igg_serology_interpretation,blacklist
freq.L3_naive_cd4_treg,cmv.igg_serology_interpretation,blacklist
freq.L3_naive_vd1_gdt,cmv.igg_serology_interpretation,blacklist
freq.L3_pdc,cmv.igg_serology_interpretation,blacklist
freq.L3_plasma_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_platelet,cmv.igg_serology_interpretation,blacklist
freq.L3_proliferating_nk_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_proliferating_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_sox4_naive_cd4_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_sox4_naive_cd8_t_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_sox4_vd1_gdt,cmv.igg_serology_interpretation,blacklist
freq.L3_transitional_b_cell,cmv.igg_serology_interpretation,blacklist
freq.L3_type_2_polarized_memory_b_cell,cmv.igg_serology_interpretation,blacklist
olink.IL6,cmv.igg_serology_interpretation,blacklist
olink.TNF,cmv.igg_serology_interpretation,blacklist
olink.CXCL8,cmv.igg_serology_interpretation,blacklist
olink.CXCL9,cmv.igg_serology_interpretation,blacklist
olink.GDF15,cmv.igg_serology_interpretation,blacklist
olink.CCL11,cmv.igg_serology_interpretation,blacklist
olink.TNFRSF1A,cmv.igg_serology_interpretation,blacklist
olink.CD8A,cmv.igg_serology_interpretation,blacklist
olink.GZMA,cmv.igg_serology_interpretation,blacklist
olink.GZMB,cmv.igg_serology_interpretation,blacklist
olink.KLRD1,cmv.igg_serology_interpretation,blacklist
olink.FGF21,cmv.igg_serology_interpretation,blacklist
olink.CHI3L1,cmv.igg_serology_interpretation,blacklist
olink.IL18,cmv.igg_serology_interpretation,blacklist
olink.CXCL10,cmv.igg_serology_interpretation,blacklist
olink.CXCL11,cmv.igg_serology_interpretation,blacklist
olink.IFNG,cmv.igg_serology_interpretation,blacklist
olink.CCL2,cmv.igg_serology_interpretation,blacklist
olink.CCL8,cmv.igg_serology_interpretation,blacklist
olink.CCL3,cmv.igg_serology_interpretation,blacklist
olink.CCL4,cmv.igg_serology_interpretation,blacklist
olink.TNFRSF1B,cmv.igg_serology_interpretation,blacklist
olink.MMP9,cmv.igg_serology_interpretation,blacklist
olink.MMP12,cmv.igg_serology_interpretation,blacklist
olink.IGFBP7,cmv.igg_serology_interpretation,blacklist
olink.VEGFA,cmv.igg_serology_interpretation,blacklist
olink.IL10,cmv.igg_serology_interpretation,blacklist
olink.IL1RN,cmv.igg_serology_interpretation,blacklist
olink.IL7,cmv.igg_serology_interpretation,blacklist
olink.IL15,cmv.igg_serology_interpretation,blacklist
olink.PDCD1,cmv.igg_serology_interpretation,blacklist
olink.LAG3,cmv.igg_serology_interpretation,blacklist
olink.HAVCR2,cmv.igg_serology_interpretation,blacklist
olink.CD274,cmv.igg_serology_interpretation,blacklist
olink.LEP,cmv.igg_serology_interpretation,blacklist
pb.activated_memory_b_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.activated_memory_b_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.activated_memory_b_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.activated_memory_b_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.activated_memory_b_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.activated_memory_b_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.adaptive_nk_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.adaptive_nk_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.adaptive_nk_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.adaptive_nk_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.adaptive_nk_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.adaptive_nk_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.asdc_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.asdc_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.asdc_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.asdc_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.asdc_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.asdc_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.baeomap_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.baeomap_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.baeomap_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.baeomap_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.baeomap_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.baeomap_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.c1q_cd16_monocyte_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.c1q_cd16_monocyte_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.c1q_cd16_monocyte_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.c1q_cd16_monocyte_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.c1q_cd16_monocyte_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.c1q_cd16_monocyte_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.cd14_cdc2_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.cd14_cdc2_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.cd14_cdc2_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.cd14_cdc2_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.cd14_cdc2_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.cd14_cdc2_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.cd27_effector_b_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.cd27_effector_b_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.cd27_effector_b_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.cd27_effector_b_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.cd27_effector_b_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.cd27_effector_b_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.cd4_mait_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.cd4_mait_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.cd4_mait_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.cd4_mait_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.cd4_mait_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.cd4_mait_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.cd56bright_nk_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.cd56bright_nk_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.cd56bright_nk_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.cd56bright_nk_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.cd56bright_nk_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.cd56bright_nk_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.cd8_mait_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.cd8_mait_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.cd8_mait_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.cd8_mait_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.cd8_mait_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.cd8_mait_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.cd8aa_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.cd8aa_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.cd8aa_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.cd8aa_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.cd8aa_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.cd8aa_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.cd95_memory_b_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.cd95_memory_b_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.cd95_memory_b_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.cd95_memory_b_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.cd95_memory_b_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.cd95_memory_b_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.cdc1_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.cdc1_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.cdc1_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.cdc1_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.cdc1_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.cdc1_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.clp_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.clp_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.clp_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.clp_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.clp_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.clp_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.cm_cd4_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.cm_cd4_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.cm_cd4_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.cm_cd4_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.cm_cd4_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.cm_cd4_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.cm_cd8_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.cm_cd8_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.cm_cd8_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.cm_cd8_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.cm_cd8_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.cm_cd8_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.cmp_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.cmp_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.cmp_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.cmp_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.cmp_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.cmp_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.core_cd14_monocyte_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.core_cd14_monocyte_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.core_cd14_monocyte_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.core_cd14_monocyte_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.core_cd14_monocyte_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.core_cd14_monocyte_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.core_cd16_monocyte_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.core_cd16_monocyte_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.core_cd16_monocyte_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.core_cd16_monocyte_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.core_cd16_monocyte_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.core_cd16_monocyte_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.core_memory_b_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.core_memory_b_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.core_memory_b_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.core_memory_b_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.core_memory_b_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.core_memory_b_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.core_naive_b_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.core_naive_b_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.core_naive_b_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.core_naive_b_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.core_naive_b_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.core_naive_b_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd4_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd4_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd4_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd4_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd4_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd4_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd8_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd8_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd8_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd8_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd8_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.core_naive_cd8_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.dn_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.dn_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.dn_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.dn_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.dn_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.dn_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.early_memory_b_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.early_memory_b_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.early_memory_b_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.early_memory_b_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.early_memory_b_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.early_memory_b_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.erythrocyte_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.erythrocyte_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.erythrocyte_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.erythrocyte_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.erythrocyte_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.erythrocyte_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.gzmb_cd27_em_cd4_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.gzmb_cd27_em_cd4_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.gzmb_cd27_em_cd4_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.gzmb_cd27_em_cd4_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.gzmb_cd27_em_cd4_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.gzmb_cd27_em_cd4_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.gzmb_vd2_gdt_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.gzmb_vd2_gdt_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.gzmb_vd2_gdt_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.gzmb_vd2_gdt_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.gzmb_vd2_gdt_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.gzmb_vd2_gdt_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd27_em_cd8_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd27_em_cd8_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd27_em_cd8_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd27_em_cd8_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd27_em_cd8_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd27_em_cd8_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd56dim_nk_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd56dim_nk_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd56dim_nk_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd56dim_nk_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd56dim_nk_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.gzmk_cd56dim_nk_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.gzmk_memory_cd4_treg_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.gzmk_memory_cd4_treg_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.gzmk_memory_cd4_treg_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.gzmk_memory_cd4_treg_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.gzmk_memory_cd4_treg_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.gzmk_memory_cd4_treg_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.gzmk_vd2_gdt_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.gzmk_vd2_gdt_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.gzmk_vd2_gdt_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.gzmk_vd2_gdt_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.gzmk_vd2_gdt_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.gzmk_vd2_gdt_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.hla_drhi_cdc2_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.hla_drhi_cdc2_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.hla_drhi_cdc2_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.hla_drhi_cdc2_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.hla_drhi_cdc2_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.hla_drhi_cdc2_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.il1b_cd14_monocyte_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.il1b_cd14_monocyte_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.il1b_cd14_monocyte_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.il1b_cd14_monocyte_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.il1b_cd14_monocyte_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.il1b_cd14_monocyte_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.ilc_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.ilc_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.ilc_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.ilc_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.ilc_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.ilc_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.intermediate_monocyte_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.intermediate_monocyte_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.intermediate_monocyte_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.intermediate_monocyte_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.intermediate_monocyte_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.intermediate_monocyte_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.isg_cd14_monocyte_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.isg_cd14_monocyte_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.isg_cd14_monocyte_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.isg_cd14_monocyte_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.isg_cd14_monocyte_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.isg_cd14_monocyte_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.isg_cd16_monocyte_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.isg_cd16_monocyte_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.isg_cd16_monocyte_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.isg_cd16_monocyte_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.isg_cd16_monocyte_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.isg_cd16_monocyte_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.isg_cd56dim_nk_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.isg_cd56dim_nk_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.isg_cd56dim_nk_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.isg_cd56dim_nk_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.isg_cd56dim_nk_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.isg_cd56dim_nk_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.isg_cdc2_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.isg_cdc2_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.isg_cdc2_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.isg_cdc2_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.isg_cdc2_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.isg_cdc2_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.isg_mait_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.isg_mait_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.isg_mait_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.isg_mait_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.isg_mait_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.isg_mait_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd4_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd4_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd4_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd4_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd4_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd4_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd8_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd8_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd8_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd8_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd8_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.isg_memory_cd8_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_b_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_b_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_b_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_b_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_b_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_b_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_cd4_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_cd4_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_cd4_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_cd4_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_cd4_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_cd4_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_cd8_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_cd8_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
